t,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,x3,y3,z3,vx3,vy3,vz3
156960,6563492.5,518535.79,-1821445.1,2098.4215,-940.71193,7283.5682,5768554.8,-288434.56,3665834.6,-4108.6011,-1053.5394,6350.3176,-6788451.7,-365644.59,671359.06,-802.76424,1026.5869,-7527.1603
157020,6674520.2,460967.55,-1380644.4,1601.0963,-977.5098,7404.2541,5509308.6,-350954.03,4038335,-4529.7097,-1029.665,6061.7155,-6821285.7,-303271.78,218552.19,-291.29104,1051.7258,-7560.713
157080,6755478.1,401322.59,-933603.67,1096.4771,-1009.9095,7491.4916,5225395.8,-411902.19,4392696.2,-4930.51,-1001.1824,5745.9054,-6823380.6,-239532.32,-235242.76,221.48158,1072.1246,-7560.0838
157140,6805997.4,339869.37,-482342.69,586.85892,-1037.7622,7544.8729,4918089.6,-471006.32,4727328.1,-5309.1991,-968.22066,5404.3194,-6794728.6,-174713.49,-687974.26,733.2167,1087.691,-7525.2794
157200,6825847.6,276884.63,-28901.151,74.56204,-1060.9404,7564.1481,4588768.2,-528002.06,5040729.9,-5664.0777,-930.92905,5038.5052,-6735462,-109107.46,-1137596,1241.5832,1098.355,-7456.4655
157260,6814938,212652.15,424671.04,-438.07994,-1079.3379,7549.2262,4238908.4,-582634.57,5331497.2,-5993.5575,-889.47629,4650.1179,-6645852.3,-43009.895,-1582076.3,1744.2672,1104.0695,-7353.967
157320,6773317.8,147461.38,876323.32,-948.73157,-1092.8711,7500.1759,3870078.8,-634659.72,5598327.6,-6296.1679,-844.04953,4240.912,-6526309.3,23281.399,-2019407.9,2238.984,1104.8106,-7218.265
157380,6701176.5,81606.138,1324014,-1455.0673,-1101.4789,7417.225,3483932.7,-683845.12,5840027.1,-6570.5615,-794.85346,3812.7326,-6377378.5,89467.872,-2447616.7,2723.4891,1100.5772,-7049.9943
157440,6598842.2,15383.2,1765719.9,-1954.7832,-1105.1231,7300.7594,3082200.2,-729971.16,6055514.5,-6815.52,-742.10925,3367.5067,-6199738.8,155251.6,-2864771.4,3195.5889,1091.3915,-6849.9396
157500,6466780.4,-50909.048,2199445.6,-2445.608,-1103.7886,7151.3204,2666680.8,-772831.99,6243826.9,-7029.9582,-686.05353,2907.2342,-5994198.6,220336.68,-3268992.2,3653.1515,1077.2981,-6619.0307
157560,6305591.6,-116972.01,2623232.7,-2925.315,-1097.4834,6969.6017,2239234.7,-812236.36,6404123,-7212.9285,-626.93721,2433.9788,-5761692.6,284430.56,-3658459.3,4094.1166,1058.3644,-6358.3373
157620,6116008.4,-182508.25,3035168.9,-3391.7319,-1086.2384,6756.4454,1801774.9,-848008.51,6535687,-7363.6236,-565.02439,1949.8588,-5503276.2,347245.37,-4031421,4516.5048,1034.6795,-6069.0629
157680,5898891.8,-247222.88,3433397,-3842.7519,-1070.1071,6512.8372,1356258.7,-879988.88,6637932,-7481.38,-500.59118,1457.038,-5220121.4,408499.26,-4386201.8,4918.4263,1006.3538,-5752.5381
157740,5655226.8,-310824.88,3816122.8,-4276.343,-1049.1654,6239.9006,904678.57,-908034.78,6710401.6,-7565.6795,-433.92447,957.71633,-4913510.3,467917.62,-4721209.5,5298.0893,973.51846,-5410.2133
157800,5386118.2,-373028.46,4181623.5,-4690.5574,-1023.5109,5938.8907,449053.81,-932021.07,6752772.4,-7616.1515,-365.32073,454.12054,-4584829.7,525234.3,-5034942.5,5653.8069,936.32464,-5043.6512
157860,5092784.6,-433554.3,4528255.7,-5083.5402,-993.26242,5611.1874,-8578.5116,-951840.62,6764855.4,-7632.5737,-295.08479,-51.504843,-4235564,580192.8,-5325996.2,5984.0046,894.94244,-4654.5189
157920,4776553.2,-492130.84,4854462,-5453.5371,-958.5591,5258.2884,-466172.48,-967404.83,6746596.3,-7614.8732,-223.52854,-556.90691,-3867288.7,632547.38,-5593068.6,6287.2255,849.56013,-4244.5794
157980,4438852.9,-548495.46,5158778.5,-5798.9017,-919.55988,4881.8007,-921682.28,-978643.99,6698076.1,-7563.1266,-150.9697,-1059.8335,-3481663.2,682064.11,-5834966.5,6562.1364,800.38316,-3815.6833
158040,4081208.3,-602395.65,5439840.5,-6118.1021,-876.44245,4483.4334,-1373071.2,-985507.58,6619510.7,-7477.5597,-77.730493,-1558.0426,-3080422.8,728521.88,-6050610,6807.5321,747.63315,-3369.7601
158100,3705232.3,-653590.09,5696388.9,-6409.7268,-829.40236,4064.9885,-1818320.4,-987964.55,6511249.8,-7358.547,-4.1363522,-2049.3114,-2665371.2,771713.35,-6239037.1,7022.3397,691.54682,-2908.8092
158160,3312618.4,-701849.72,5927275.2,-6672.49,-778.65204,3628.3531,-2255438.2,-986003.39,6373776,-7206.6103,69.485425,-2531.4457,-2238372.6,811445.78,-6399407.8,7205.622,632.37493,-2434.8918
158220,2905133.9,-746958.69,6131466.6,-6905.2358,-724.41978,3175.49,-2682468.4,-979632.3,6207702.2,-7022.4175,142.80703,-3002.289,-1801343.1,847541.9,-6531007.1,7356.5805,570.38113,-1950.1212
158280,2484611,-788715.3,6308050,-7106.9426,-666.94864,2708.4294,-3097499.3,-968879.09,6013769.4,-6806.7797,215.5015,-3459.7319,-1356242.6,879840.58,-6633248.4,7474.5578,505.84088,-1456.6548
158340,2052939.3,-826932.87,6456235.9,-7276.7262,-606.49537,2229.26,-3498672.1,-953791.16,5792843.5,-6560.6492,287.24416,-3901.7216,-905066.18,908197.59,-6705675.5,7559.0399,439.04028,-956.68482
158400,1612057.3,-861440.48,6575361.8,-7413.8429,-543.32927,1740.1199,-3884189.1,-934435.26,5545911.6,-6285.1156,357.71397,-4326.2704,-449835.25,932486.11,-6747964.8,7609.6571,370.2749,-452.42976
158460,1163943.6,-892083.74,6664894.5,-7517.6914,-477.73108,1243.1878,-4252322.3,-910897.26,5274078.2,-5981.4022,426.59501,-4731.4654,7410.8047,952597.35,-6759926.1,7626.1858,299.84863,53.874437
158520,710608.91,-918725.39,6724432.7,-7587.8153,-409.99179,740.67452,-4601420.7,-883281.82,4978559.5,-5650.861,493.57788,-5115.4772,464623.63,968440.95,-6741503.8,7608.5488,228.07249,559.98307
158580,254086.62,-941245.93,6753708.5,-7623.9037,-340.41148,234.81355,-4929918.5,-851711.92,4660679.4,-5294.968,558.36115,-5476.5691,919754.63,979945.39,-6692777,7556.8155,155.26343,1063.6514
158640,-203575.45,-959544.1,6752588.3,-7625.7931,-269.29815,-272.14727,-5236341.6,-816328.33,4321862.4,-4915.3167,620.65279,-5813.105,1370763.8,987058.33,-6613959.2,7471.2026,81.743074,1562.6434
158700,-660324.15,-973537.33,6721073.8,-7593.4674,-196.96647,-777.95481,-5519315.3,-777289.05,3963628.5,-4513.6115,680.17159,-6123.5582,1815628.5,989746.83,-6505397.7,7352.0726,7.8365314,2054.7407
158760,-1114109.8,-983162.11,6659301.8,-7527.0582,-123.73659,-1280.3595,-5777570,-734768.58,3587585.4,-4091.6608,736.64854,-6406.519,2252352.2,987997.54,-6367572.1,7199.9337,-66.128902,2537.7509
158820,-1562895,-988374.24,6567543.5,-7426.8448,-49.932883,-1777.1239,-6009947.7,-688957.18,3195421.8,-3651.3681,789.82818,-6660.7023,2678973.3,981816.75,-6201092.5,7015.4382,-139.82502,3009.5172
158880,-2004663.5,-989149.12,6446204.1,-7293.2534,24.117307,-2266.0323,-6215407.1,-640059.97,2788899.8,-3194.724,839.46992,-6884.9542,3093573.5,971230.48,-6006697.2,6799.3811,-212.92404,3467.9268
158940,-2437429.2,-985481.82,6295820.5,-7126.8561,98.084976,-2744.899,-6393028.9,-588296.05,2369846.4,-2723.7968,885.34926,-7078.2583,3494286.4,956284.33,-5785249.6,6552.6971,-285.09989,3910.9199
159000,-2859244.4,-977387.16,6117060,-6928.3695,171.64076,-3211.5774,-6542019.8,-533897.46,1940145.3,-2240.722,927.25898,-7239.7412,3879306,937043.42,-5537735.1,6276.4587,-356.02968,4336.499
159060,-3268208.8,-964899.73,5910717,-6698.6525,244.45631,-3663.9696,-6661716.4,-477108.15,1501728.5,-1747.6923,965.01017,-7368.6774,4246894.4,913592.07,-5265256.6,5971.8719,-425.39496,4742.7375
159120,-3662477.9,-948073.73,5677710.2,-6438.7041,316.2056,-4100.0348,-6751588.5,-418182.82,1056566.6,-1246.947,998.43326,-7464.493,4595390.3,886033.56,-4969030.4,5640.2732,-492.88327,5127.7891
159180,-4040271.3,-926982.83,5419078.9,-6149.6599,386.56641,-4517.7991,-6811241.2,-357385.72,606660.22,-740.76006,1027.3789,-7526.7687,4923216.1,854489.72,-4650380.9,5283.1238,-558.18945,5489.8963
159240,-4399880.5,-901719.88,5135978.4,-5832.7886,455.22166,-4915.364,-6840416.8,-294989.49,154030.48,-231.42938,1051.7185,-7555.2421,5228885.7,819100.41,-4310735,4902.0054,-621.01716,5827.3992
159300,-4739677.2,-872396.56,4829675.5,-5489.4875,521.86091,-5290.9157,-6838996,-231273.77,-299290.58,278.73526,1071.3453,-7549.8084,5511011.2,780022.96,-3951616.2,4498.613,-681.08025,6138.7441
159360,-5058120.7,-839142.95,4501543.2,-5121.2778,586.18177,-5642.7339,-6806998.1,-166524.02,-751269.35,787.42373,1086.1744,-7510.5211,5768309.7,737431.57,-3574637.7,4074.7489,-738.10424,6422.4919
159420,-5353765.1,-802106.98,4153054.6,-4729.7983,647.89135,-5969.2008,-6744580.7,-101030.06,-1199880.2,1292.3371,1096.1433,-7437.5909,5999609.6,691516.48,-3181495.5,3632.3148,-791.82765,6677.3253
159480,-5625266.1,-761453.86,3785776.4,-4316.799,706.70774,-6268.8088,-6652038.7,-35084.831,-1643114.6,1791.1992,1101.2122,-7331.3838,6203855.9,642483.21,-2773960.8,3173.3035,-842.00345,6902.0567
159540,-5871387.6,-717365.32,3401362.5,-3884.1342,762.36138,-6540.1697,-6529802.7,31017.043,-2078991,2281.7676,1101.3638,-7192.4188,6380115.9,590551.65,-2353871.9,2699.7901,-888.40028,7095.6349
159600,-6091007.8,-670038.87,3001546.3,-3433.7542,814.59648,-6782.021,-6378436.5,96980.579,-2505563,2761.8448,1096.6037,-7021.364,6527583.6,535955.06,-1923126,2213.9223,-930.80378,7257.1509
159660,-6283124.5,-619686.93,2588132.8,-2967.6965,863.17238,-6993.2345,-6198634,162511.79,-2920929,3229.2883,1086.9596,-6819.0325,6645583.7,478939,-1483670.3,1717.9101,-969.01769,7385.844
159720,-6446860.1,-566535.87,2162990.8,-2488.0768,907.86483,-7172.8214,-5991216.1,227319.04,-3323240.3,3682.0206,1072.4816,-6586.3771,6733575.1,419760.28,-1037493.4,1214.0151,-1002.865,7481.1058
159780,-6581466.1,-510824.97,1728043.8,-1997.0784,948.46721,-7319.9391,-5757125.9,291114.32,-3710709.4,4118.0385,1053.2412,-6324.4846,6791153.9,358685.68,-586615.42,704.53939,-1032.189,7542.4843
159840,-6686326.7,-452805.37,1285261.4,-1496.9423,984.79166,-7433.8961,-5497424.3,353614.58,-4081617.9,4535.422,1029.3313,-6034.5694,6818054.8,295990.8,-133078.94,191.81391,-1056.8538,7569.6865
159900,-6760962.1,-392738.9,836650.29,-989.95568,1016.6701,-7514.1557,-5213284.6,414542.94,-4434323.9,4932.342,1000.8651,-5717.9666,6814153.5,231958.7,321060.69,-321.81348,-1076.7456,7562.5807
159960,-6805030.8,-330896.84,384244.35,-478.44037,1043.9553,-7560.3399,-4905987.2,473629.92,-4767269.1,5307.0679,967.97565,-5376.1246,6779466.2,166878.63,773745.08,-833.98989,-1091.7729,7521.197
160020,-6818331.3,-267558.66,-69904.54,35.258671,1066.5214,-7572.2313,-4576912.9,530614.58,-5078985.1,5657.9744,930.81487,-5010.5973,6714150.6,101044.63,1222922.5,-1342.3695,-1101.8671,7445.7271
160080,-6800803.2,-203010.74,-523736.34,548.78552,1084.2648,-7549.7747,-4227537,585245.67,-5368100,5983.5469,889.55281,-4623.0365,6618504.4,34754.168,1666557.6,-1844.6254,-1106.9828,7336.5237
160140,-6752527.6,-137544.97,-975192.58,1059.7854,1097.1048,-7493.0773,-3859422,637282.63,-5633343.6,6282.3875,844.37667,-4215.1833,6492964,-31693.282,2102640.8,-2338.4616,-1107.0982,7194.0978
160200,-6673726.4,-71457.404,-1422226.1,1565.9166,1104.9837,-7402.4081,-3474210.8,686496.64,-5873552.6,6553.2191,795.48984,-3788.8601,6338102.5,-97997.623,2529198.1,-2821.6247,-1102.2147,7019.1158
160260,-6564761.3,-5046.8539,-1862810.6,2064.8627,1107.8671,-7278.1961,-3073619,732671.56,-6087675.3,6794.8899,743.11088,-3345.9623,6154626.6,-163859.55,2944299.8,-3291.9144,-1092.3572,6812.3958
160320,-6426132.2,61386.515,-2294950.4,2554.3441,1105.7445,-7121.0278,-2659427.8,775604.75,-6274775.7,7006.3764,687.47251,-2888.4495,5943373,-228981.95,3346070,-3747.1952,-1077.5737,6574.9022
160380,-6258474,127542.6,-2716689.5,3032.1294,1098.6283,-6931.6432,-2233475.5,815107.98,-6434037.2,7186.7865,628.82056,-2418.3376,5705304.6,-293071.27,3732694.6,-4185.4057,-1057.9348,6307.7404
160440,-6062554.1,193122.75,-3126120.9,3496.0465,1086.5546,-6710.9318,-1797650.2,851008.1,-6564765.5,7335.3619,567.4129,-1937.6904,5441505.3,-355838.86,4102430.2,-4604.5686,-1033.5335,6012.1505
160500,-5839267.9,257831.17,-3521395.4,3943.9929,1069.5824,-6459.9269,-1353881.3,883147.78,-6666391.4,7451.4802,503.51838,-1448.611,5153175.1,-417002.31,4453611.4,-5002.7995,-1004.4843,5689.5001
160560,-5589634.8,321376.27,-3900729.6,4373.9456,1047.793,-6179.7997,-904131.49,911386.13,-6738472.8,7534.656,437.41572,-953.23395,4841623.8,-476286.71,4784658.7,-5378.3151,-970.92267,5341.2769
160620,-5314793,383472.03,-4262414.8,4783.9703,1021.2897,-5871.8525,-450388.45,935599.25,-6780696.6,7584.5424,369.39249,-453.71712,4508265.1,-533425.88,5094085.1,-5729.441,-933.00417,4969.0807
160680,-5015993.8,443839.24,-4604824,5172.2301,990.19732,-5537.5114,5343.5647,955680.72,-6792879.5,7600.9318,299.74394,47.766564,4154609.9,-588163.56,5380502.9,-6054.6178,-890.90356,4574.6151
160740,-4694595.4,502206.81,-4926419.1,5536.9932,954.66088,-5178.3184,461051.98,971542.05,-6774968.9,7583.7562,228.77197,549.03703,3782258.8,-640254.52,5642629.4,-6352.4078,-844.81381,4159.6788
160800,-4352057,558312.95,-5225758.1,5876.6396,914.84517,-4795.9234,914724.35,983113.03,-6727042.9,7533.0874,156.784,1047.9151,3392895,-689465.63,5879292.6,-6621.5001,-794.94519,3726.157
160860,-3989931.1,611906.31,-5501500.8,6189.6682,870.93366,-4392.0756,1364356.7,990342.04,-6649310.4,7449.137,84.091802,1542.2304,2988276.5,-735576.88,6089435.8,-6860.715,-741.52409,3276.0118
160920,-3609856.8,662747.09,-5752414.8,6474.7018,823.12755,-3968.6145,1807962.1,993196.27,-6542109.6,7332.2555,11.010453,2029.8296,2570227.8,-778382.29,6272122.1,-7069.0083,-684.79201,2811.2741
160980,-3213551.9,710608.07,-5977380.6,6730.4922,771.6447,-3527.4616,2243578.5,991661.86,-6405907.7,7182.9322,-62.14289,2508.5843,2140632.1,-817690.8,6426538.6,-7245.4747,-625.00434,2334.0335
161040,-2802805,755275.57,-6175396.2,6955.9246,716.71857,-3070.6105,2669277.5,985744.04,-6241298.3,7001.7933,-135.05014,2976.3993,1701422.7,-853327.06,6551998.9,-7389.3501,-562.4293,1846.4301
161100,-2379467.7,796550.38,-6345581.1,7150.0209,658.59706,-2600.1186,3083172.5,975467.12,-6048999.7,6789.6009,-207.39347,3431.2205,1254574.4,-885132.16,6647946.5,-7500.0144,-497.34668,1350.6445
161160,-1945446.1,834248.53,-6487179.8,7311.943,597.54143,-2118.0977,3483426.4,960874.43,-5829851.9,6547.2508,-278.85659,3871.0435,802094.8,-912964.31,6713956.8,-7576.9929,-430.04672,848.88953
161220,-1502692.1,868202.13,-6599565.3,7440.9949,533.82507,-1626.7049,3868259.9,942028.21,-5584813.4,6275.7701,-349.12592,4293.9218,346015.62,-936699.4,6749738.6,-7619.9578,-360.82884,343.40099
161280,-1053195.2,898260.01,-6682240.8,7536.625,467.73237,-1128.1336,4235959.2,919009.39,-5314957.8,5976.3144,-417.89196,4697.9749,-111616.16,-956231.55,6755135.2,-7628.7287,-290.00049,-163.57149
161340,-598973.74,924288.36,-6734842.2,7598.4272,399.5575,-624.60469,4584883.7,891917.33,-5021469.1,5650.1639,-484.85051,5081.3971,-568747.19,-971473.53,6730125.4,-7603.2732,-217.87588,-669.77313
161400,-142065.8,946171.31,-6757139,7626.1422,329.60325,-118.35758,4913473,860869.43,-4705637.3,5298.7201,-549.70407,5442.4654,-1023326.6,-982357.12,6674822.9,-7543.7069,-144.77477,-1172.953
161460,315479.24,963811.36,-6749035.7,7619.6577,258.17975,388.35878,5220254.5,826000.74,-4368853,4923.5005,-612.16312,5779.5479,-1473315,-988833.45,6589476.3,-7450.293,-71.021192,-1670.8728
161520,771609.73,977129.82,-6710571.6,7579.0089,185.60334,893.29458,5503850,787463.36,-4012602,4526.1333,-671.94748,6091.112,-1916692.9,-990873.16,6474467.7,-7323.4413,3.0578014,-2161.316
161580,1224280.6,986067.13,-6641920.8,7504.3783,112.19526,1394.208,5762982.1,745425.93,-3638458.6,4108.3518,-728.78767,6375.7319,-2351470.2,-988466.58,6330311.6,-7163.7074,77.133438,-2642.0964
161640,1671462,990583.12,-6543391.6,7396.0948,38.280431,1888.874,5996480.5,700072.88,-3248079.3,3671.9873,-782.42623,6632.0968,-2775694.1,-981623.8,6157652.4,-6971.7902,150.87653,-3111.0671
161700,2111148.3,990657.19,-6415424.9,7254.6327,-35.813811,2375.093,6203287.3,651603.71,-2843195.9,3218.9617,-832.61901,6859.0177,-3187458.1,-970374.61,5957261.8,-6748.5308,223.95882,-3566.1296
161760,2541366.6,986288.44,-6258592.7,7080.6107,-109.759,2850.6999,6382462.7,600232.12,-2425607.4,2751.2798,-879.13648,7055.4342,-3584910.4,-954768.48,5730035.9,-6494.9087,296.05431,-4005.2428
161820,2960185.5,977495.66,-6073595.6,6874.7895,-183.22685,3313.5727,6533189.3,546185.12,-1997172.5,2271.0202,-921.76495,7220.4208,-3966262.1,-934874.28,5476991.2,-6212.0397,366.84065,-4426.4313
161880,3365723.3,964317.3,-5861260.1,6638.0697,-255.89057,3761.6414,6654776.4,489702.05,-1559801.3,1780.326,-960.3077,7353.1928,-4329795.1,-910780.13,5199260.7,-5901.171,436.00054,-4827.795
161940,3756156.5,946811.36,-5622535,6371.489,-327.42624,4192.8966,6746663.7,431033.5,-1115446.5,1281.3951,-994.58613,7453.111,-4673870,-882592.97,4898088.7,-5563.6778,503.22311,-5207.5174
162000,4129728.1,925055.11,-5358487.6,6076.2185,-397.51415,4605.3989,6808423.9,370440.2,-666094.94,776.46963,-1024.4407,7519.6858,-4996933.8,-850438.17,4574825.9,-5201.0574,568.20536,-5563.8745
162060,4484754.9,899144.9,-5070299.4,5753.559,-465.8402,4997.287,6839765.6,308191.89,-213757.94,267.82509,-1049.732,7552.5809,-5297526.6,-814459.01,4230923.6,-4814.9242,630.65354,-5895.2429
162120,4819635.8,869195.68,-4759261,5404.9361,-532.0973,5366.7867,6840534.5,244566.02,239537.45,-242.24077,-1070.3412,7551.6155,-5574288.9,-774816.1,3867926.9,-4407.0026,690.2846,-6200.1085
162180,5132858.8,835340.58,-4426766.5,5031.8954,-595.98676,5712.2191,6810714.5,179846.54,691758.12,-751.41937,-1086.1713,7516.7659,-5825967.6,-731686.63,3487468.7,-3979.1204,746.82754,-6477.0736
162240,5423008,797730.4,-4074307.6,4636.0959,-657.2197,6032.0095,6750428.1,114322.57,1140874.3,-1257.4029,-1097.147,7448.1663,-6051422.5,-685263.71,3091261.7,-3533.2008,800.02478,-6724.865
162300,5688770.4,756532.91,-3703467.5,4219.3038,-715.51844,6324.6945,6659935.9,48287.056,1584868.8,-1757.896,-1103.2157,7346.1085,-6249631.1,-635755.44,2681091.3,-3071.2539,849.63349,-6942.3406
162360,5928941.9,711932.18,-3315913.3,3783.3853,-770.61787,6588.9305,6539635.8,-17964.565,2021747,-2250.6271,-1104.3475,7211.0401,-6419694.1,-583384.01,2258807.3,-2595.3676,895.42683,-7128.4957
162420,6142433.2,664127.79,-2913389.3,3330.2981,-822.26678,6823.5003,6390060.7,-84135.758,2449545.4,-2733.3601,-1100.5356,7043.5631,-6560839.5,-528384.74,1826315.5,-2107.6978,937.19514,-7282.4689
162480,6328275,613333.91,-2497708.4,2862.0834,-870.22917,7027.3201,6211876.4,-149930.26,2866341.3,-3203.9055,-1091.7957,6844.4297,-6672426.5,-471004.94,1385569,-1610.4586,974.7471,-7403.5467
162540,6485622.9,559778.42,-2070744.8,2380.8559,-914.28544,7199.4454,6005878.5,-215053.45,3270261.7,-3660.1308,-1078.1668,6614.5393,-6753948.4,-411502.86,938559.16,-1105.9109,1007.9107,-7491.168
162600,6613761,503701.83,-1634424.9,1888.7945,-954.23361,7339.0765,5772988.4,-279213.7,3659491.6,-4099.9716,-1059.7101,6354.933,-6805035.5,-350146.47,487306.23,-596.35163,1036.5342,-7544.9271
162660,6712106.2,445356.23,-1190718.6,1388.1319,-989.89035,7445.5633,5514249.4,-342123.76,4032282.8,-4521.4406,-1036.5092,6066.7881,-6825456.8,-287212.19,33850.208,-84.102542,1060.4868,-7564.5764
162720,6780210.3,385004.11,-741630.27,881.1433,-1021.092,7518.4087,5230821.1,-403502.01,4386961.5,-4922.6376,-1008.6692,5751.4118,-6815120.7,-222983.66,-419758.86,428.50179,1079.6597,-7550.0273
162780,6817763,322917.17,-289189.34,370.13573,-1047.6954,7557.272,4923974.5,-463073.79,4721936.1,-5301.7578,-976.31644,5410.2346,-6774076.2,-157750.37,-871470.43,939.12553,1093.9661,-7501.3514
162840,6824592.8,259375.07,164558.97,-142.56363,-1069.5788,7561.971,4595085.8,-520572.64,5035704.5,-5657.0999,-939.59745,5044.8024,-6702511.8,-91806.353,-1319243,1445.4433,1103.3421,-7418.7793
162900,6800668.2,194664.13,617563.32,-654.61909,-1086.6422,7532.4825,4245629.9,-575741.47,5326860.3,-5987.0734,-898.67838,4656.7686,-6600755.2,-25448.771,-1761053.7,1945.1518,1107.7466,-7302.6997
162960,6746098,129075.97,1067775.7,-1163.6981,-1098.8082,7468.9432,3877173.9,-628333.73,5594099.7,-6290.2054,-853.74404,4247.8865,-6469271.2,41023.436,-2194907.6,2435.9813,1107.1618,-7153.6567
163020,6661130.4,62906.201,1513161.3,-1667.4829,-1106.0221,7371.6485,3491369.2,-678114.49,5836226.5,-6565.1463,-804.99692,3819.9997,-6308659.5,107310.95,-2618847.1,2915.7067,1101.593,-6972.3466
163080,6546151.8,-3546.9917,1951707.4,-2163.6822,-1108.2523,7241.0508,3089944.6,-724861.48,6052158,-6810.6752,-752.65626,3375.0342,-6119651.9,173115.46,-3030960.6,3382.1584,1091.0683,-6759.6136
163140,6401685.3,-69984.216,2381433.4,-2650.0424,-1105.4903,7077.7568,2674698.3,-768366.06,6240929,-7025.7046,-696.95688,2914.9889,-5903108.1,238141.04,-3429391.9,3833.2323,1075.6388,-6516.4452
163200,6228387.6,-136106.26,2800399.4,-3124.3585,-1097.7508,6882.5241,2247489.2,-808434.11,6401696.3,-7209.2841,-638.14817,2441.9267,-5660012.2,302095.48,-3812347.8,4266.8997,1055.3778,-6243.9664
163260,6027046.1,-201615.5,3206715.5,-3584.4849,-1085.0713,6656.2566,1810229.4,-844886.9,6533742.2,-7360.604,-576.4929,1957.965,-5391467.2,364691.63,-4178106.7,4681.2167,1030.3803,-5943.433
163320,5798574.8,-266217.2,3598550.3,-4028.3455,-1067.5119,6399.9993,1364875.3,-877561.82,6636477.4,-7478.998,-512.26603,1465.2672,-5098690.3,425648.7,-4525026.2,5074.332,1000.7628,-5616.2254
163380,5544010,-329620.96,3974139.1,-4453.9427,-1045.1549,6114.9327,913418.72,-906313.1,6709443.5,-7563.9452,-445.75359,966.03264,-4783006.5,484693.49,-4851550.1,5444.4956,966.66202,-5263.8406
163440,5264505.2,-391541.91,4331792.1,-4859.3674,-1018.1045,5802.3659,457878.4,-931012.45,6752315.1,-7615.0722,-377.25138,462.48781,-4445842.8,541561.6,-5156215.5,5790.0653,928.23464,-4887.8847
163500,4961325.7,-451702.11,4669901.6,-5242.8062,-986.48547,5463.7301,291.05649,-951549.56,6764900.7,-7632.1542,-307.06378,-43.122949,-4088721.2,595998.61,-5437658.9,6109.5134,885.65609,-4490.0649
163560,4635842.4,-509831.69,4986949.2,-5602.5497,-950.4432,5100.5704,-457297.59,-967832.62,6747144,-7615.1153,-235.50249,-548.54677,-3713251.8,647761.16,-5694622,6401.4326,839.11974,-4072.1809
163620,4289525.7,-565670.11,5281512.5,-5936.9994,-910.1424,4714.5384,-912841.74,-979788.73,6699123.9,-7564.0294,-162.88525,-1051.5315,-3321125.6,696618.02,-5925957,6664.5407,788.83592,-3636.1164
163680,3923938.1,-618967.26,5552271.3,-6244.6737,-865.76639,4307.384,-1364304.5,-987364.18,6621053.9,-7479.1195,-89.534541,-1549.8347,-2914106.3,742351.04,-6130631.5,6897.6858,735.03088,-3183.8304
163740,3540727.6,-669484.58,5798012.9,-6524.2138,-817.51609,3880.9463,-1809666.9,-990524.73,6513281.8,-7360.7573,-15.776271,-2041.2334,-2494023,784756.11,-6307732.7,7099.8492,677.94574,-2717.3487
163800,3141619.9,-716996.05,6017637.5,-6774.3883,-765.60908,3437.146,-2246936.6,-989255.74,6376287.9,-7209.462,58.06155,-2523.5328,-2062761.8,823644.01,-6456471.1,7270.1495,617.83538,-2238.7545
163860,2728410.4,-761289.19,6210162.9,-6994.0978,-710.2785,2977.9757,-2674156.9,-983562.32,6210683,-7025.8985,131.65017,-2994.576,-1622257.3,858841.2,-6576183.6,7407.8451,554.96733,-1750.1804
163920,2302956.8,-802165.94,6374728.3,-7182.3786,-651.77202,2505.4916,-3089415.2,-973469.27,6017206.2,-6810.8755,204.66148,-3452.2527,-1174484.5,890190.51,-6666336.5,7512.3362,489.62069,-1253.7988
163980,1867170.2,-839443.53,6510597.8,-7338.4056,-590.35071,2021.8046,-3490851.7,-959021.02,5796721.2,-6565.3424,276.76941,-3894.5091,-721450.24,917551.89,-6726527.4,7583.1669,422.08488,-751.81394
164040,1423007,-872955.19,6617163.9,-7461.4952,-526.28791,1529.0712,-3876667.7,-940281.47,5550213.3,-6290.3863,347.65133,-4319.3566,-265184.04,940802.88,-6756486.7,7620.0265,352.65857,-246.45235
164100,972460.38,-902550.93,6693949.3,-7551.1072,-459.86811,1029.485,-4245133.9,-917333.74,5278784.9,-5987.2278,416.98951,-4724.8811,192270.13,959839.24,-6756078.9,7622.7504,281.64848,260.04533
164160,517551.65,-928098.11,6740609.4,-7606.8466,-391.38578,525.26752,-4594597.9,-890279.83,4983650.7,-5657.2165,484.47254,-5109.252,648862.84,974575.29,-6725303.4,7591.3206,209.36815,765.43331
164220,60321.302,-949482.03,6756933.6,-7628.465,-321.14415,18.659587,-4923492.2,-859240.21,4666132.6,-5301.826,549.79679,-5470.731,1102548,984944.39,-6664294,7525.8661,136.13678,1267.4693
164280,-397179.61,-966606.43,6742845.8,-7615.8612,-249.45408,-488.08761,-5230341.2,-824353.29,4327653.6,-4922.6473,612.66783,-5807.6805,1551291.7,990899.16,-6573318.8,7426.6625,62.277959,1763.9233
164340,-852898.42,-979393.89,6698405.3,-7569.0815,-176.63281,-992.72132,-5513768.1,-785774.82,3969732.1,-4521.3829,672.80186,-6118.5721,1993080.9,992411.73,-6452779,7294.1312,-11.881553,2252.5865
