t,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,x3,y3,z3,vx3,vy3,vz3
136380,-1699398.4,-979391.28,6534936.3,-7390.9226,14.038616,-1921.9775,-6406801.8,-548475.97,2341537.8,-2686.9879,903.52631,-7090.2643,2840146,962216.45,-6132108,6937.6421,-206.66156,3181.5434
136440,-2138706.5,-976350.76,6404984.6,-7247.1903,87.278275,-2408.146,-6553553.5,-493076.62,1911180,-2202.9206,942.4282,-7249.617,3249719.4,947666.68,-5927552.3,6709.6772,-278.15473,3634.4519
136500,-2568409,-968925.2,6246172.4,-7070.8507,160.1524,-2883.637,-6670956.5,-435469.13,1472235.7,-1709.0676,977.10367,-7376.3755,3644702.5,928862.21,-5696297.1,6451.4758,-348.4318,4071.1944
136560,-2986571.5,-957146.28,6059204.4,-6862.6645,232.33614,-3346.3177,-6758490.8,-375911.83,1026678.2,-1207.6722,1007.3971,-7469.976,4023314.1,905885.49,-5439371.8,6164.1621,-417.1778,4489.7987
136620,-3391309.7,-941065.12,5844912.1,-6623.5337,303.50685,-3794.106,-6815771.9,-314671.83,576510.06,-701.01191,1033.1733,-7530.0093,4383844.7,878837.68,-5157922.1,5848.9928,-484.08354,4888.3672
136680,-3780797.4,-920752.1,5604250,-6354.4995,373.34545,-4224.98,-6842552.9,-252023.68,123753.61,-191.38709,1054.3182,-7556.2233,4724663.8,847838.31,-4853204.8,5507.3529,-548.847,5265.0856
136740,-4153275.1,-896296.6,5338291.9,-6056.7389,441.53779,-4636.987,-6838725.3,-188248.13,-329558.35,318.89084,1070.7394,-7548.5237,5044227.7,813024.76,-4526583.3,5140.7507,-611.17476,5618.2318
136800,-4507057.7,-867806.65,5048226.5,-5731.5604,507.77608,-5028.2526,-6804319.2,-123630.84,-781392.14,827.51098,1082.3667,-7506.9746,5341087.1,774551.73,-4179520.9,4750.8122,-670.78339,5946.1847
136860,-4840542.6,-835408.56,4735352.3,-5380.4,571.7603,-5396.9897,-6739503.1,-58460.988,-1229722.6,1332.1746,1089.1519,-7431.797,5613893.1,732590.59,-3813575.3,4339.2746,-727.40084,6247.4321
136920,-5152217.1,-799246.32,4401072.2,-5004.8156,633.19961,-5741.5073,-6644582.9,6970.0242,-1672542.6,1830.6065,1091.0697,-7323.3678,5861404.8,687328.65,-3430391.2,3907.9793,-780.7678,6520.5793
136980,-5440665.4,-759481.11,4046887.6,-4606.4809,691.81374,-6060.219,-6519999.8,72369.951,-2107872.2,2320.5664,1088.1171,-7182.216,6082494.2,638968.38,-3031693.3,3458.8643,-830.63908,6764.3565
137040,-5704575.4,-716290.55,3674391.6,-4187.1788,747.33444,-6351.6517,-6366328.3,137447.04,-2533767.6,2799.8594,1080.3134,-7009.0201,6276152.6,587726.48,-2619278.7,2993.9551,-876.78487,6977.626
137100,-5942745.1,-669867.96,3285262.1,-3748.7941,799.50682,-6614.4532,-6184272.8,201911.36,-2948330.1,3266.3468,1067.7003,-6804.6031,6441495,533832.98,-2195008.4,2515.356,-918.992,7159.3887
137160,-6154088.5,-620421.51,2881254.4,-3293.3048,848.09068,-6847.3998,-5974664.3,265476.13,-3349714.7,3717.9556,1050.3408,-6569.9274,6577764.9,477530.14,-1760799.3,2025.2402,-957.06508,7308.7901
137220,-6337640.8,-568173.34,2464193.1,-2822.7738,892.86182,-7049.4035,-5738455.7,327859.01,-3736138.1,4152.6881,1028.3195,-6306.0891,6684338.1,419071.39,-1318615,1525.8389,-990.82764,7425.1256
137280,-6492563.3,-513358.5,2035963.8,-2339.3387,933.61322,-7219.518,-5476717.6,388783.33,-4105886.5,4568.6302,1001.7415,-6014.3116,6760725.4,358720.18,-870456.71,1019.431,-1020.1231,7507.8443
137340,-6618147.4,-456223.94,1598504.8,-1845.202,970.15624,-7356.9444,-5190632.4,447979.33,-4457323.5,4963.9596,970.73161,-5695.9384,6806575.9,296748.7,-418354.01,508.33124,-1044.8154,7556.553
137400,-6713818.6,-397027.32,1153797.3,-1342.6204,1002.3216,-7461.0362,-4881489.2,505185.35,-4788896.3,5336.9533,935.43414,-5352.4257,6821678.1,233436.68,35644.683,-5.1211215,-1064.7905,7571.0185
137460,-6779138.9,-336035.89,703857.02,-833.89328,1029.9603,-7531.3031,-4550677.2,560148.91,-5099142.9,5685.9939,896.01148,-4985.335,6805961.4,169070.05,489481.8,-518.57448,-1079.9558,7551.1687
137520,-6813809.5,-273525.18,250724.16,-321.35128,1052.9447,-7567.4139,-4199679.2,612627.81,-5386698,6009.5756,852.64349,-4596.325,6759496.2,103939.58,941100.32,-1029.6768,-1090.242,7497.094
137580,-6817671.8,-209777.75,-203546.01,192.65551,1071.1688,-7569.1987,-3830065.1,662391.14,-5650298.4,6306.3095,805.52644,-4187.1432,6682494,38339.548,1388453.5,-1536.0877,-1095.6022,7409.0459
137640,-6790708.7,-145081.82,-656892.9,705.76973,1084.5491,-7536.6499,-3443484.5,709220.23,-5888788.3,6574.9283,754.87204,-3759.6177,6575305.9,-27433.68,1829514.5,-2035.4902,-1096.0131,7287.4359
137700,-6733044.3,-79729.964,-1107260.3,1215.6388,1093.0249,-7469.9223,-3041659,752909.55,-6101123.7,6814.2901,700.90638,-3315.6491,6438421,-93083.016,2262285.9,-2525.6029,-1091.4744,7132.8331
137760,-6644943.6,-14017.685,-1552606.2,1719.9268,1096.5588,-7369.3322,-2626375.1,793267.55,-6286376.6,7023.3819,643.86894,-2857.2015,6272464.1,-158312.06,2684809,-3004.1907,-1082.009,6945.9607
137820,-6526810.9,51757.959,-1990912.3,2216.3268,1095.1366,-7235.3549,-2199476.3,830117.42,-6443738.6,7201.3222,584.01146,-2386.2949,6078192.2,-222826.47,3095173.1,-3469.0766,-1067.6629,6727.6915
137880,-6379187.6,117299.76,-2420193.6,2702.5722,1088.7674,-7068.6225,-1762854.5,863297.78,-6572524.1,7347.3638,521.5969,-1904.9963,5856491.1,-286335.34,3491524.3,-3918.1516,-1048.5045,6479.0429
137940,-6202749.7,182311.73,-2838507.5,3176.4478,1077.4832,-6869.9195,-1318442.9,892663.36,-6672172.4,7460.8954,456.89833,-1415.4116,5608370.9,-348552.55,3872073.7,-4349.385,-1024.6243,6201.1711
138000,-5998304.3,246500.53,-3243963.1,3635.8011,1061.3392,-6640.1781,-868206.85,918085.54,-6742250.5,7541.4431,390.19788,-919.67755,5334960.7,-409198.05,4235106,-4760.8334,-996.13453,5895.3641
138060,-5766785.6,309576.77,-3634729.5,4078.5523,1040.4127,-6380.4728,-414136.2,939452.86,-6782453.9,7588.6716,321.78559,-419.95334,5037503.6,-467999.15,4578986.9,-5150.6498,-963.16806,5563.035
138120,-5509250.1,371256.38,-4009044.7,4502.704,1014.8032,-6092.0141,41763.341,956671.5,-6792608.6,7602.3848,251.95837,81.587187,4717350.3,-524691.73,4902170.3,-5517.0913,-925.87785,5205.714
138180,-5226871.3,431261.89,-4365222.9,4906.3501,984.63118,-5776.1414,497478.46,969665.62,-6772670.8,7582.5266,181.01889,582.7637,4375952.8,-579021.45,5203205.4,-5858.526,-884.43597,4825.0405
138240,-4920934.4,489323.68,-4701662.5,5287.6846,950.03767,-5434.3158,950996.68,978377.67,-6722727.8,7529.1803,109.27442,1081.3974,4014857.7,-630744.81,5480742.8,-6173.4403,-839.0327,4422.7543
138300,-4592829.5,545181.18,-5016853.1,5645.0083,911.1834,-5068.112,1400314.7,982768.66,-6642997.3,7442.5694,37.035763,1575.3189,3635698.3,-679630.28,5733540.3,-6460.4439,-789.8755,4000.6872
138360,-4244045.4,598584.05,-5309381.9,5976.7368,868.24779,-4679.2101,1843446.9,982818.34,-6533826.8,7323.0563,-35.383885,2062.3766,3240187.9,-725459.25,5960467.9,-6718.2752,-737.18793,3560.754
138420,-3876162.3,649293.22,-5577939.8,6281.4056,821.42799,-4269.3867,2278433.3,978525.27,-6395692,7171.1415,-107.67011,2540.4441,2830111.4,-768026.99,6160513.2,-6945.8056,-681.20857,3104.9436
138480,-3490844.8,697081.99,-5821327.1,6557.676,770.93787,-3840.5067,2703348.5,969906.89,-6229195.2,6987.463,-179.50844,3007.4293,2407317.2,-807143.49,6332784.7,-7142.0436,-622.18986,2635.3097
138540,-3089833.4,741736.94,-6038458.3,6804.3401,717.0069,-3394.5137,3116309,956999.48,-6035063.1,6772.794,-250.58553,3461.2814,1973709.1,-842634.28,6476516,-7306.1372,-560.39698,2153.9617
138600,-2674937.6,783058.87,-6228366.7,7020.324,659.87906,-2933.4212,3515482,939858.07,-5814144.1,6528.0415,-320.5904,3900.0003,1531237.9,-874341.17,6591068.9,-7437.3772,-496.10663,1663.056
138660,-2248027,820863.63,-6390208.3,7204.6919,599.81166,-2459.3038,3899093,918556.23,-5567404.7,6254.2435,-389.21565,4321.6441,1081892.4,-902122.86,6675935.4,-7535.1987,-429.60586,1164.7862
138720,-1811022.9,854982.86,-6523265.2,7356.6487,537.0742,-1974.2875,4265433.6,893185.84,-5295925.9,5952.5658,-456.15875,4724.3376,627690.9,-925855.58,6730740.4,-7599.1831,-361.19086,661.37503
138780,-1365890.5,885264.74,-6626948.2,7475.5425,471.9472,-1480.5415,4612869,863856.75,-5000899.2,5624.2991,-521.1233,5106.2811,170672.65,-945433.56,6755242.4,-7629.0589,-291.16575,155.06438
138840,-914629.34,911574.54,-6700799.6,7560.8657,404.72096,-980.26815,4939845.8,830696.4,-4683621.5,5270.8544,-583.82035,5465.7579,-287111.42,-960769.48,6749335.2,-7624.7023,-219.84135,-351.89296
138900,-459265.33,933795.24,-6744494.4,7612.2571,335.69442,-475.69505,5244898.5,793849.27,-4345490.1,4893.7585,-643.96969,5801.1434,-743607.37,-971794.86,6713047.4,-7586.1378,-147.53397,-857.24246
138960,-1841.5039,951827.98,-6757841.9,7629.5025,265.17389,30.934552,5526656.5,753476.4,-3987996.7,4494.6485,-701.30119,6110.9123,-1196767.1,-978460.31,6646543.2,-7513.5375,-74.56415,-1358.7367
139020,455590.61,965592.48,-6740786.1,7612.5348,193.4719,537.37033,5783850.8,709754.67,-3612721.4,4075.2655,-755.55607,6393.6473,-1644557.5,-980735.78,6550120.8,-7407.2212,-1.2553877,-1854.1443
139080,910979.92,975027.33,-6693406.3,7561.4344,120.90591,1041.3637,6015319.6,662876.13,-3221325.9,3637.4486,-806.48823,6648.0459,-2084968.6,-978610.68,6424211.8,-7267.6549,72.067103,-2341.2587
139140,1362284.5,980090.33,-6615916.1,7476.4288,47.797108,1540.6768,6220014.4,613047.19,-2815546.3,3183.1264,-853.86549,6872.928,-2516023.2,-972093.96,6269379.1,-7095.4493,145.0777,-2817.9072
139200,1807480.7,980758.6,-6508663.1,7357.892,-25.530832,2033.0909,6397004.8,560487.72,-2397185.9,2714.3098,-897.47079,7067.2429,-2935784.7,-961214.09,6086314.9,-6891.3586,217.45167,-3281.9597
139260,2244571.2,977028.74,-6372127,7206.3428,-98.753038,2516.4156,6545483.3,505430.16,-1968106.9,2233.0827,-937.10344,7230.0747,-3342366.3,-946018.95,5875837.5,-6656.2775,288.86651,-3731.3378
139320,2671594.7,968916.85,-6206918.1,7022.4441,-171.54471,2988.4973,6664769.5,448118.44,-1530222.2,1741.5929,-972.58014,7360.6487,-3733938.8,-926575.67,5638888.2,-6391.2384,359.00329,-4164.0235
139380,3086633.5,956458.46,-6013774.4,6806.9999,-243.58243,3447.2284,6754313.2,388806.97,-1085486.9,1242.0418,-1003.7361,7458.336,-4108739,-902970.4,5376527.5,-6097.4083,427.54799,-4578.0684
139440,3487822.6,939708.45,-5793558.8,6560.9536,-314.54548,3890.5556,6813698.1,327759.45,-635889.34,736.67431,-1030.4258,7522.6574,-4465077.8,-875307.92,5089930.3,-5776.0846,494.19291,-4971.6023
139500,3873357.4,918740.83,-5547255.6,6285.3844,-384.11715,4316.4893,6842643.4,265247.72,-183441.98,227.76793,-1052.5242,7553.2871,-4801347.6,-843711.25,4780381.2,-5428.6901,558.63803,-5342.8419
139560,4241502.4,893648.45,-5275966.4,5981.5042,-451.98615,4723.112,6841005.5,201550.48,269827.77,-282.3786,-1069.9269,7550.055,-5116030,-808321.17,4449269,-5056.7683,620.59241,-5690.0996
139620,4590598.4,864542.64,-4980905.2,5650.653,-517.84791,5108.5872,6808779.3,136952.07,721887.02,-791.45658,-1082.5515,7512.9479,-5407702.4,-769295.59,4098080.6,-4661.9771,679.77556,-6011.7915
139680,4919070.5,831552.78,-4663393.9,5294.2942,-581.40603,5471.1678,6746098.2,71741.096,1170706.8,-1297.159,-1090.3372,7442.1106,-5675045.1,-726808.91,3728394.8,-4246.0818,735.91878,-6306.4458
139740,5225435.1,794825.74,-4324856,4914.0092,-642.37356,5809.2049,6653233.6,6209.1539,1614271.6,-1797.1921,-1093.246,7337.8449,-5916847.4,-681051.26,3341875,-3810.9483,788.76653,-6572.7104
139800,5508306.9,754525.3,-3966811.1,4511.4911,-700.47443,6121.1556,6530593.9,-59350.565,2050588.7,-2289.287,-1091.2624,7200.6089,-6132013.2,-632227.67,2940262,-3358.5346,838.07774,-6809.3598
139860,5766405.3,710831.43,-3590867.7,4088.5382,-755.4448,6405.5913,6378722.6,-124644.62,2477697.4,-2771.2108,-1084.3936,7031.014,-6319566.7,-580557.18,2525366,-2890.8825,883.62699,-7015.3024
139920,5998560.6,663939.55,-3198716.6,3647.046,-807.03431,6661.2048,6198295.8,-189380.67,2893678.3,-3240.7783,-1072.6693,6829.8224,-6478656.6,-526271.85,2099058.9,-2410.1076,925.20577,-7189.5861
139980,6203719.7,614059.65,-2792123.2,3188.9993,-855.00745,6886.8177,5990119,-253268.86,3296662.2,-3695.862,-1056.1419,6597.9424,-6608560.7,-469615.72,1663265.1,-1918.39,962.62355,-7331.4041
140040,6380950.7,561415.38,-2372919.5,2716.4633,-899.1447,7081.3867,5755123.3,-316023.11,3684838.6,-4134.4031,-1034.8858,6336.4237,-6708689.2,-410843.69,1219953,-1417.9636,995.7088,-7440.099
140100,6529448.1,506243.06,-1942995.8,2231.5741,-939.24376,7244.0097,5494361.1,-377362.49,4056463.9,-4554.4208,-1008.9972,6046.4522,-6778587.7,-350220.36,771125.88,-911.10502,1024.3099,-7515.1674
140160,6648536.4,448790.59,-1504292.5,1736.5287,-975.12056,7373.9307,5209001.2,-437012.45,4409870,-4954.0218,-978.5932,5729.3427,-6817939.3,-288018.81,318812.5,-400.12277,1048.2961,-7556.2622
140220,6737673.4,389316.35,-1058790.4,1233.5743,-1006.6103,7470.5445,4900322.8,-494706.11,4743471,-5331.4089,-943.81164,5386.533,-6826566.5,-224519.33,-134942.23,112.65457,1067.558,-7563.1948
140280,6796452.9,328088,-608502.4,724.99783,-1033.5684,7533.3999,4569710.3,-550185.43,5055770.9,-5684.889,-904.80991,5019.5758,-6804431.6,-160008.11,-588086.94,624.88994,1082.008,-7535.9364
140340,6824607,265381.25,-155463.57,213.11411,-1055.8712,7562.203,4218646,-603202.41,5345370.2,-6012.8803,-861.76429,4630.1308,-6751637.3,-94775.912,-1038573.3,1134.2495,1091.5814,-7474.6179
140400,6822007.1,201478.62,298278.09,-299.74534,-1073.4164,7556.8184,3848703.8,-653520.14,5610972,-6313.9187,-814.86897,4219.9568,-6668425.6,-29116.728,-1484365.6,1638.4145,1096.2359,-7379.5291
140460,6788664.7,136668.04,750671.25,-811.24405,-1086.1243,7517.2703,3461541.7,-700913.9,5851387.4,-6586.6641,-764.33511,3790.9026,-6555177.3,36673.617,-1923450.2,2135.0926,1095.9522,-7251.1169
140520,6724731.6,71241.62,1199670.8,-1319.0523,-1093.9372,7443.7425,3058894.3,-745172.11,6065541.2,-6829.9055,-710.38976,3344.8987,-6412409.4,102298.82,-2353845.1,2622.0293,1090.7338,-7089.9825
140580,6630498.5,5494.1935,1643247.5,-1820.8588,-1096.8205,7336.577,2642564.8,-786097.27,6252476.3,-7042.5653,-653.27479,2883.948,-6240772.7,167463.5,-2773608.6,3097.019,1080.6073,-6896.878
140640,6506394.2,-60277.993,2079397.2,-2314.3822,-1094.7624,7196.2721,2214417,-823506.8,6411357.4,-7223.7034,-593.24573,2410.1168,-6041049,231874.5,-3180848.9,3557.9156,1065.6216,-6672.7017
140700,6352983.2,-125778.68,2506150.3,-2797.3822,-1087.7742,7023.4795,1776366.9,-857233.83,6541475.1,-7372.5207,-530.57065,1925.5255,-5814146.3,295242.32,-3573732.1,4002.6424,1045.8479,-6418.4928
140760,6170962.6,-190712.96,2921580.9,-3267.6706,-1075.8897,6819.0006,1330374.1,-887127.94,6642248.5,-7488.3615,-465.52894,1432.3395,-5561095.3,357282.34,-3950490.8,4429.2017,1021.3791,-6135.4261
140820,5961159.5,-254788.63,3323815.5,-3723.1216,-1059.1653,6583.7813,878433.34,-913055.76,6713227.9,-7570.7157,-398.41013,932.76025,-5283043.7,417716.18,-4309432,4835.6839,992.32927,-5824.8045
140880,5724525.9,-317717.55,3711041.5,-4161.6818,-1037.6795,6318.9074,422565.33,-934901.57,6754096.4,-7619.221,-329.51264,429.01536,-4981251.1,476272.91,-4648944.6,5220.2752,958.83274,-5488.0528
140940,5462135,-379216.93,4081515.6,-4581.3796,-1011.5322,6025.5981,-35191.817,-952567.82,6764671.3,-7633.6633,-259.14254,-76.650111,-4657082.8,532690.24,-4967506.5,5581.2659,921.04363,-5126.7096
141000,5175175.3,-439010.6,4433571.4,-4980.334,-980.84463,5705.1992,-492791.62,-965975.47,6744905,-7613.9781,-187.61232,-581.9831,-4312003.3,586715.73,-5263690.8,5917.0567,879.13477,-4742.4196
141060,4864945.5,-496830.29,4765626.9,-5356.7624,-945.75787,5359.1761,-948188.24,-975064.44,6694885.1,-7560.2502,-115.23957,-1084.7318,-3947569.7,638107.82,-5536172.7,6226.1653,833.29687,-4336.9254
141120,4532847.9,-552416.76,5076191.5,-5708.9887,-906.43263,4989.1063,-1399345.4,-979793.8,6614833.8,-7472.7137,-42.345698,-1582.6546,-3565424.4,686636.92,-5783734.3,6507.2317,783.7375,-3912.059
141180,4180382.2,-605521,5363872.3,-6035.4491,-863.04814,4596.6711,-1844245.3,-980141.98,6505107.5,-7351.7516,30.745345,-2073.53,-3167287.5,732086.35,-6005270.5,6759.0229,730.68007,-3469.7331
141240,3809138.3,-655905.28,5627380.2,-6334.699,-815.80124,4183.6474,-2280897.6,-976106.91,6366195,-7197.8939,103.70844,-2555.1651,-2754949.3,774253.32,-6199792.8,6980.4377,674.36277,-3011.9325
141300,3420789.1,-703344.16,5865535.4,-6605.4181,-764.90541,3751.8994,-2707348,-967706.03,6198715.6,-7011.8165,176.21864,-3025.4054,-2330261.9,812949.72,-6366433.8,7170.5097,615.03749,-2540.7054
141360,3017082.7,-747625.52,6077272.5,-6846.4147,-710.58971,3303.3695,-3121687.4,-954976.21,6003416.4,-6794.339,247.95251,-3482.1438,-1895131.6,848002.94,-6504450.9,7328.4108,552.96867,-2058.1544
141420,2599835,-788551.39,6261644.4,-7056.6308,-653.09771,2840.0699,-3522059.8,-937973.66,5781169.4,-6546.4214,318.58955,-3923.3299,-1451509.9,879256.6,-6613228.8,7453.4535,488.43219,-1566.4278
141480,2170921.1,-825938.85,6417826.9,-7235.1445,-592.68639,2364.0738,-3906671.1,-916773.72,5532967.6,-6269.1613,387.81355,-4346.9793,-1001385.3,906571.17,-6692282.4,7545.0931,421.71423,-1067.7108
141540,1732267.4,-859620.75,6545121.8,-7381.1738,-529.62499,1877.5062,-4273796.9,-891470.51,5259920.9,-5963.7895,455.31406,-4751.1825,-546774.87,929824.58,-6741258.6,7602.9294,353.11007,-564.21671
141600,1285842.9,-889446.45,6642959.5,-7494.0789,-464.1939,1382.5354,-4621790.7,-862176.58,4963251.2,-5631.6657,520.78776,-5134.1143,-89715.069,948912.71,-6759937.5,7626.7077,282.92295,-58.178324
141660,833650.47,-915282.43,6710902,-7573.3639,-396.68348,881.36376,-4949091.3,-829022.42,4644287.3,-5274.273,583.93988,-5494.0421,367746.62,963749.87,-6748233.9,7616.3197,211.46287,448.16095
141720,377718.7,-937012.86,6748643.7,-7618.6787,-327.39288,376.21935,-5254230,-792155.93,4304458.9,-4893.2117,644.48561,-5829.3346,823560.64,974269.11,-6706197.1,7571.8039,139.04539,952.55575
141780,-79907.398,-954540.1,6756013.7,-7629.8197,-256.62884,-130.65326,-5535837.5,-751741.75,3945290.4,-4490.193,702.15152,-6138.4703,1275684.1,980422.56,-6634010.9,7493.3457,65.990411,1452.7675
141840,-537174.97,-967785.11,6732975.8,-7606.731,-184.70454,-637.00168,-5792650.2,-707960.57,3568393.8,-4067.0314,756.67687,-6420.0451,1722089.8,982181.67,-6531993.2,7381.277,-7.3790597,1946.5732
141900,-992032.25,-976687.8,6679629,-7549.5042,-111.9383,-1140.5746,-6023516.5,-661008.28,3175461.9,-3625.6362,807.81496,-6672.7798,2160774.6,979537.28,-6400594.3,7236.0751,-80.738155,2431.7741
141960,-1442437.4,-981207.31,6596207.2,-7458.379,-38.652402,-1639.1304,-6227401.8,-611095.16,2768260.1,-3168.0036,855.33435,-6895.5267,2589768.5,972499.8,-6240395.7,7058.3621,-153.76144,2906.205
142020,-1886367.4,-981322.2,6483078.2,-7333.7418,34.828179,-2130.4466,-6403393.6,-558444.84,2348618.7,-2696.2063,899.02014,-7087.2761,3007143.1,961099.12,-6052107.6,6848.9029,-226.12419,3367.7425
142080,-2321826.7,-977030.56,6340742.3,-7176.1254,108.17707,-2612.3282,-6550706,-503293.37,1918424.3,-2212.3845,938.67499,-7247.1617,3411019.9,945384.57,-5836565.9,6608.6028,-297.50375,3814.3146
142140,-2746856.3,-968350.11,6169830.7,-6986.2078,181.0678,-3082.617,-6668683.2,-445888.05,1479611,-1718.7346,974.12022,-7374.4649,3799579.4,925424.73,-5594729.4,6338.5054,-367.58087,4243.9093
142200,-3159542,-955318.1,5971102.4,-6764.8095,253.1751,-3539.2006,-6756802.4,-386486.33,1034151.6,-1217.4989,1005.1967,-7468.6193,4171068.1,901307.21,-5327675.3,6039.789,-436.04107,4654.5836
142260,-3558023,-937991.22,5745441.9,-6512.892,324.17631,-3980.0216,-6814676.8,-325354.61,584048.04,-710.95416,1031.7657,-7529.2134,4523807.7,873138.31,-5036595.1,5713.7625,-502.57604,5044.4728
142320,-3940500.5,-916445.44,5493855,-6231.5543,393.75271,-4403.0864,-6842056.7,-262766.96,131322.41,-201.40005,1053.7096,-7555.9922,4856202.1,841042.61,-4722789.9,5361.8615,-566.88504,5411.799
142380,-4305245.7,-890775.67,5217465.1,-5922.0297,461.59092,-4806.4745,-6838830.9,-199003.89,-321992.68,308.8524,1070.9323,-7548.8591,5166744.7,805162.46,-4387664.2,4985.6425,-628.67633,5754.8802
142440,-4650607.5,-861095.43,4917508.4,-5585.6813,527.38436,-5188.3478,-6805026.7,-134351,-773863.56,817.49245,1083.3599,-7507.8753,5454026.2,765657.44,-4032720.8,4586.7772,-687.66855,6072.1385
142500,-4975020.6,-827536.42,4595328.7,-5223.9973,590.8346,-5546.9589,-6740810,-69097.649,-1222265,1322.2213,1090.9408,-7433.2594,5716740.6,722703.62,-3659553.4,4167.0457,-743.59213,6362.1087
142560,-5277012.6,-790247.93,4252371.6,-4838.5853,651.65286,-5880.6605,-6646483.9,-3535.6323,-1665189.4,1820.7636,1093.6459,-7325.3855,5953691.9,676492.89,-3269840.5,3728.3295,-796.19066,6623.4459
142620,-5555210.7,-749396.28,3890178.5,-4431.1663,709.56136,-6187.9134,-6522487,62042.198,-2100656.5,2310.8783,1091.4687,-7184.7801,6163799.8,627232.09,-2865337,3272.603,-845.22224,6854.9334
142680,-5808348.8,-705164.07,3510379.5,-4003.5671,764.29477,-6467.2952,-6369391,127343.27,-2526721.8,2790.37,1084.4251,-7012.1192,6346105.2,575142.09,-2447867.2,2801.9245,-890.46075,7055.489
142740,-6035273.6,-657749.45,3114686.6,-3557.713,815.60156,-6717.5077,-6187897.9,192076.63,-2941486,3257.0991,1072.5532,-6808.2231,6499774.4,520456.85,-2019315.9,2318.4275,-931.69708,7224.172
142800,-6234949.6,-607365.16,2704885.4,-3095.6191,863.24534,-6937.3841,-5978835.9,255954.27,-3343103,3708.9913,1055.9129,-6574.052,6624104,463422.32,-1581620,1824.3097,-968.74029,7360.1882
142860,-6406464.9,-554237.68,2282827.8,-2619.381,907.00609,-7125.8962,-5743155.7,318692.42,-3729788.5,4144.0476,1034.5855,-6310.6997,6718524.1,404295.33,-1136759.6,1321.823,-1001.4187,7462.8951
142920,-6549035.7,-498606.15,1850422.9,-2131.1651,946.68141,-7282.16,-5481925.3,380012.82,-4099827.7,4560.3523,1008.673,-6019.3872,6782601.3,343342.42,-686748.62,813.26206,-1029.5806,7531.8058
142980,-6662009.7,-440721.3,1409628.4,-1633.198,982.08761,-7405.441,-5196325,439643.91,-4451582.6,4956.0817,978.2974,-5701.456,6816040.6,280838.61,-233625.49,300.95287,-1053.0957,7566.592
143040,-6744869.9,-380844.31,962441.39,-1127.7558,1013.0607,-7495.1589,-4887641.6,497322.06,-4783499.1,5329.5106,943.60012,-5358.3603,6818687.5,217066.07,220556.47,-212.759,-1071.8551,7567.0858
143100,-6797237.1,-319245.56,510889.16,-617.15259,1039.4575,-7550.891,-4557262.2,552792.67,-5094113.6,5679.0196,904.74099,-4991.6598,6790528.5,152312.85,673738.74,-725.52039,-1085.7724,7533.2815
143160,-6818871.8,-256203.39,57019.543,-103.72845,1061.156,-7572.3748,-4206667.8,605811.28,-5382059.2,6003.1008,861.89741,-4603.0113,6731691.1,86871.51,1123867.3,-1234.9826,-1094.7839,7465.3351
143220,-6809675.2,-192002.81,-397108.73,410.16204,1078.0565,-7559.5095,-3837426.5,656144.55,-5646070.9,6300.3631,815.2634,-4194.1609,6642443.3,21037.722,1568902.3,-1738.8134,-1098.8491,7363.5636
143280,-6769690.2,-126934.13,-849435.74,922.16217,1090.0818,-7512.3569,-3451186.1,703571.26,-5884991,6569.5367,765.0486,-3766.9352,6523192.2,-44891.098,2006827.8,-2234.709,-1097.9507,7228.443
143340,-6699100.5,-61291.596,-1297910.2,1429.9251,1097.1778,-7431.1408,-3049666.9,747883.24,-6097773.6,6809.4771,711.47722,-3323.2335,6374482.2,-110617.2,2435661.1,-2720.4054,-1092.0948,7060.6057
143400,-6598230.4,4627.992,-1740499,1931.126,1099.3137,-7316.2457,-2634653.9,788886.14,-6283488.7,7019.1687,654.78707,-2865.0188,6196991.9,-175843.89,2853461.8,-3193.6898,-1081.3104,6860.8363
143460,-6467542.5,70526.678,-2175196.8,2423.4736,1096.4818,-7168.2143,-2207989.4,826400.31,-6441325.9,7197.7276,595.22842,-2394.31,5991530.7,-240276.9,3258341.3,-3652.4116,-1065.6496,6630.0673
143520,-6307635.6,136106.76,-2600035.8,2904.7219,1088.698,-6987.744,-1771564.4,860261.41,-6570597.3,7344.4035,533.06297,-1913.1733,5759035.3,-303625.79,3648471.3,-4094.4923,-1045.187,6369.3732
143580,-6119241.7,201072.16,-3013094.2,3372.6812,1076.001,-6775.6831,-1327311,890321.16,-6670740.2,7458.5825,468.56274,-1423.7141,5500564.5,-365605.22,4022091.7,-4517.9357,-1020.0192,6079.965
143640,-5903222.1,265129.83,-3412505.7,3825.2287,1058.4525,-6533.0253,-877194.04,916447.87,-6741319.2,7539.7877,402.00902,-928.06835,5217294,-425936.33,4377519.5,-4920.8365,-990.26417,5763.1823
143700,-5660563.5,327991.09,-3796467.9,4260.3184,1036.1364,-6260.9037,-423202.8,938526.96,-6782027.9,7587.6811,333.69126,-428.39507,4910511.1,-484347.94,4713155.3,-5301.3888,-956.06047,5420.4871
143760,-5392372.3,389372.94,-4163250.1,4675.9908,1009.1584,-5960.5848,32657.372,956461.46,-6792689.6,7602.0635,263.90595,73.132158,4581608.3,-540577.77,5027491.1,-5657.8941,-917.56655,5053.4549
