t,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,x3,y3,z3,vx3,vy3,vz3
200880,-103967.81,950658.21,-6764284.7,7637.6348,16.178714,-115.11753,-875278.07,385290.34,-6764284.7,3804.8062,6622.4751,-115.11753,-771310.26,-565367.87,-6764284.7,-3832.8286,6606.2964,-115.11753
200940,354180.48,949489.69,-6755970.2,7628.2468,-55.114988,392.16352,-645191.95,781474.14,-6755970.2,3861.8544,6578.698,392.16352,-999372.43,-168015.55,-6755970.2,-3766.3924,6633.813,392.16352
201000,810735.31,944049.37,-6717260.3,7584.5391,-126.16073,897.68021,-412203.09,1174142.1,-6717260.3,3901.5279,6505.3231,897.68021,-1222938.4,230092.69,-6717260.3,-3683.0111,6631.4839,897.68021
201060,1263642.6,934361.75,-6648329.3,7506.7082,-196.63886,1399.1582,-177359.71,1561527.5,-6648329.3,3923.6484,6402.6806,1399.1582,-1441002.3,627165.72,-6648329.3,-3583.0599,6599.3195,1399.1582
201120,1710864.7,920470.41,-6549487.3,7395.1045,-266.23231,1894.3413,58281.613,1941887.5,-6549487.3,3928.1162,6271.2322,1894.3413,-1652583.1,1021417.1,-6549487.3,-3466.9883,6537.4645,1894.3413
201180,2150389.6,902437.83,-6421178.8,7250.2299,-334.62798,2381.0018,293660.72,2313511,-6421178.8,3914.9113,6111.5693,2381.0018,-1856728.9,1411073.1,-6421178.8,-3335.3186,6446.1973,2381.0018
201240,2580239.8,880345.16,-6263981.3,7072.7363,-401.51814,2856.95,527718.65,2674725.8,-6263981.3,3884.0931,5924.4103,2856.95,-2052521.2,1794380.7,-6263981.3,-3188.6432,6325.9284,2856.95
201300,2998481.5,854291.79,-6078601.9,6863.4222,-466.60186,3320.0447,759402.35,3023907,-6078601.9,3835.8002,5710.5971,3320.0447,-2239079.1,2169615.2,-6078601.9,-3027.6221,6177.1989,3320.0447
201360,3403232.8,824394.93,-5865874.7,6623.2294,-529.58632,3768.2025,987669.47,3359483.6,-5865874.7,3770.2499,5471.0918,3768.2025,-2415563.4,2535088.6,-5865874.7,-2852.9795,6000.6781,3768.2025
201420,3792673,790789.09,-5626756.8,6353.2384,-590.18815,4199.4069,1211493,3679945.7,-5626756.8,3687.7372,5206.9718,4199.4069,-2581179.9,2889156.6,-5626756.8,-2665.5013,5797.16,4199.4069
201480,4165049.7,753625.47,-5362323.8,6054.664,-648.13471,4611.7181,1429866.1,3983851.6,-5362323.8,3588.6331,4919.4255,4611.7181,-2735183.7,3230226.1,-5362323.8,-2466.0309,5567.5602,4611.7181
201540,4518687.8,713071.26,-5073765.6,5728.8495,-703.16529,5003.281,1641806.1,4269834,-5073765.6,3473.3838,4609.7466,5003.281,-2876881.7,3556762.8,-5073765.6,-2255.4658,5312.9119,5003.281
201600,4851996.1,669308.91,-4762380.4,5377.2607,-755.03231,5372.334,1846359.5,4536606.3,-4762380.4,3342.5075,4279.3282,5372.334,-3005636.6,3867297.4,-4762380.4,-2034.7532,5034.3605,5372.334
201660,5163475.1,622535.33,-4429569,5001.4794,-803.50241,5717.2167,2042606.2,4782968.3,-4429569,3196.5932,3929.657,5717.2167,-3120869,4160433,-4429569,-1804.8862,4733.1594,5717.2167
201720,5451723.5,572960.94,-4076828.9,4603.1963,-848.35752,6036.3774,2229663,5007811.5,-4076828.9,3036.2973,3562.3062,6036.3774,-3222060.5,4434850.6,-4076828.9,-1566.899,4410.6637,6036.3774
201780,5715444.4,520808.77,-3705747,4184.2033,-889.39585,6328.3803,2406688.6,5210124.4,-3705747,2862.341,3178.9284,6328.3803,-3308755.8,4689315.7,-3705747,-1321.8622,4068.3243,6328.3803
201840,5953451.4,466313.47,-3317992.8,3746.3854,-926.43275,6591.9116,2572886.4,5388996.8,-3317992.8,2675.507,2781.2485,6591.9116,-3380565,4922683.4,-3317992.8,-1070.8784,3707.6813,6591.9116
201900,6164673.5,409720.22,-2915310.8,3291.7123,-959.30161,6825.7856,2727508.6,5543624,-2915310.8,2476.6357,2371.0557,6825.7856,-3437164.9,5133903.8,-2915310.8,-815.07661,3330.3573,6825.7856
201960,6348160.6,351283.61,-2499512.8,2822.2298,-987.85453,7028.9502,2869859.8,5673310.2,-2499512.8,2266.622,1950.1954,7028.9502,-3478300.8,5322026.5,-2499512.8,-555.60778,2938.05,7028.9502
202020,6503087.1,291266.57,-2072469.4,2340.05,-1011.9631,7200.4914,2999299.3,5777471.9,-2072469.4,2046.4107,1520.5612,7200.4914,-3503787.8,5486205.3,-2072469.4,-293.63925,2532.5242,7200.4914
202080,6628756,229939.11,-1636101.8,1847.3422,-1031.5187,7339.6373,3115244.9,5855640.7,-1636101.8,1816.9925,1084.0859,7339.6373,-3513511.1,5625701.5,-1636101.8,-30.349635,2115.6046,7339.6373
202140,6724601.9,167577.15,-1192373.4,1346.3231,-1046.4336,7445.7619,3217174.9,5907464.7,-1192373.4,1579.3996,642.7332,7445.7619,-3507427,5739887.5,-1192373.4,233.07653,1689.1668,7445.7619
202200,6790193.6,104461.26,-743280.47,839.24687,-1056.6405,7518.3878,3304630.7,5932710.8,-743280.47,1334.7009,198.48887,7518.3878,-3485562.9,5828249.5,-743280.47,495.45407,1255.1294,7518.3878
202260,6825236,40875.386,-290843.48,328.39486,-1062.0935,7557.1882,3377218.9,5931265.5,-290843.48,1083.9974,-246.64848,7557.1882,-3448017.1,5890390.1,-290843.48,755.60255,815.44506,7557.1882
202320,6829571.4,-22894.385,162902.01,-183.93461,-1062.7682,7561.9886,3434612.8,5903135.2,162902.01,828.41694,-690.67614,7561.9886,-3394958.6,5926029.6,162902.01,1012.3516,372.09204,7561.9886
202380,6803180.4,-86561.153,615914.61,-695.43656,-1058.6614,7532.7673,3476554.4,5848446.5,615914.61,569.10939,-1131.5964,7532.7673,-3326626,5935007.6,615914.61,1264.5459,-72.935026,7532.7673
202440,6746181.6,-149838.48,1066156.2,-1203.8097,-1049.7917,7469.6559,3502854.7,5767445.4,1066156.2,307.2414,-1567.4256,7469.6559,-3243326.9,5917283.9,1066156.2,1511.0511,-517.63396,7469.6559
202500,6658831.6,-212441.68,1511601.1,-1706.7669,-1036.1989,7372.9382,3513395.7,5660496.5,1511601.1,43.991118,-1996.2029,7372.9382,-3145435.9,5872938.1,1511601.1,1750.758,-960.00404,7372.9382
202560,6541523.2,-274089.1,1950245.2,-2202.0453,-1017.9442,7243.0495,3508129.7,5528080.7,1950245.2,-219.45708,-2415.9992,7243.0495,-3033393.5,5802169.8,1950245.2,1982.5882,-1398.055,7243.0495
202620,6394784.3,-334503.38,2380115.2,-2687.4166,-995.10978,7080.574,3487080.6,5370794,2380115.2,-481.91793,-2824.9259,7080.574,-2907703.7,5705297.4,2380115.2,2205.4986,-1829.8161,7080.574
202680,6219275.1,-393412.71,2799276.9,-3160.6971,-967.79831,6886.2428,3450342.9,5189343.9,2799276.9,-742.21062,-3221.1431,6886.2428,-2768932.1,5582756.6,2799276.9,2418.4865,-2253.3448,6886.2428
202740,6015785.1,-450552.08,3205844.6,-3619.7575,-936.13268,6660.9301,3398082.1,4984546.7,3205844.6,-999.16408,-3602.8683,6660.9301,-2617703,5435098.8,3205844.6,2620.5934,-2666.7356,6660.9301
202800,5785229.9,-505664.39,3597989.1,-4062.5326,-900.25536,6405.6497,3330533.2,4757323.9,3597989.1,-1251.6223,-3968.3841,6405.6497,-2454696.8,5262988.3,3597989.1,2810.9103,-3068.1287,6405.6497
202860,5528646.8,-558501.7,3973946.1,-4487.0301,-860.32776,6121.5501,3248000.1,4508697.7,3973946.1,-1498.4494,-4316.046,6121.5501,-2280646.7,5067199.4,3973946.1,2988.5808,-3455.7182,6121.5501
202920,5247190.1,-608826.3,4332024.2,-4891.3404,-816.52952,5809.9095,3150854.1,4239786.8,4332024.2,-1738.5349,-4644.2898,5809.9095,-2096336,4848613.1,4332024.2,3152.8055,-3827.7603,5809.9095
202980,4942126.2,-656411.76,4670612.4,-5273.6444,-769.05769,5472.1298,3039532.3,3951800.9,4670612.4,-1970.7987,-4951.6388,5472.1298,-1902593.8,4608212.7,4670612.4,3302.8457,-4182.5811,5472.1298
203040,4614827.4,-701044.01,4988187.3,-5632.222,-718.12584,5109.7309,2914535.6,3646035.8,4988187.3,-2194.1958,-5236.7103,5109.7309,-1700291.8,4347079.8,4988187.3,3438.0262,-4518.5844,5109.7309
203100,4266766.4,-742522.24,5283320.2,-5965.4601,-663.96312,4724.3431,2776426.3,3323867,5283320.2,-2407.7211,-5498.2216,4724.3431,-1490340.1,4066389.2,5283320.2,3557.739,-4834.2585,4724.3431
203160,3899509,-780659.83,5554683.3,-6271.8594,-606.81321,4317.7003,2625825.8,2986744,5554683.3,-2610.4141,-5734.9962,4317.7003,-1273683.3,3767403.8,5554683.3,3661.4454,-5128.183,4317.7003
203220,3514707.7,-815285.21,5801055.7,-6550.0415,-546.93322,3891.6321,2463411.5,2636183.5,5801055.7,-2801.3627,-5945.9689,3891.6321,-1051296.1,3451468.7,5801055.7,3748.6788,-5399.0357,3891.6321
203280,3114093.5,-846242.6,6021328.9,-6798.7546,-484.59256,3448.0552,2289914.3,2273762.8,6021328.9,-2979.7078,-6130.1905,3448.0552,-824179.18,3120005.4,6021328.9,3819.0468,-5645.5979,3448.0552
203340,2699469,-873392.71,6214512,-7016.8799,-420.07171,2988.9655,2106114.8,1901112.4,6214512,-3144.6472,-6286.8321,2988.9655,-593354.21,2774505.1,6214512,3872.2327,-5866.7604,2988.9655
203400,2272699.4,-896613.4,6379735.8,-7203.4361,-353.66094,2516.4283,1912839.7,1519908.7,6379735.8,-3295.4387,-6415.1891,2516.4283,-359859.73,2416522.1,6379735.8,3907.9974,-6061.5282,2516.4283
203460,1835704.9,-915800.19,6516257,-7357.5838,-285.65903,2032.5696,1710958.7,1131867,6516257,-3431.4039,-6514.684,2032.5696,-124746.22,2047667.2,6516257,3926.1799,-6229.0249,2032.5696
203520,1390451.5,-930866.77,6623461.3,-7478.6294,-216.37194,1539.5663,1501380,738732.94,6623461.3,-3551.9311,-6584.869,1539.5663,110928.52,1669599.7,6623461.3,3926.6983,-6368.4971,1539.5663
203580,938942.41,-941745.35,6700866.4,-7566.0285,-146.11138,1039.6365,1285046.6,342275.3,6700866.4,-3656.4781,-6625.4285,1039.6365,346104.19,1284020.7,6700866.4,3909.5504,-6479.3172,1039.6365
203640,483208.99,-948386.99,6748124.1,-7619.3877,-75.193464,535.0293,1062931.7,-55722.238,6748124.1,-3744.5744,-6636.18,535.0293,579722.73,892664.75,6748124.1,3874.8133,-6560.9866,535.0293
203700,25301.588,-950761.8,6765021.7,-7638.467,-3.937249,28.014982,836034.67,-453469.08,6765021.7,-3815.8238,-6617.0751,28.014982,810733.08,497292.72,6765021.7,3822.6433,-6613.1379,28.014982
203760,-432719.64,-948859.11,6751483.3,-7623.1807,67.33668,-479.12538,605376.27,-849175.76,6751483.3,-3869.9056,-6568.1998,-479.12538,1038095.9,99683.35,6751483.3,3753.2751,-6635.5365,-479.12538
203820,-888794.05,-942687.46,6707569.8,-7573.5974,138.30766,-984.11013,371994.26,-1241062,6707569.8,-3906.5766,-6489.7739,-984.11013,1260788.3,-298374.5,6707569.8,3667.0207,-6628.0816,-984.11013
203880,-1340869.7,-932274.63,6633478.7,-7489.9402,208.65639,-1484.6673,136938.64,-1627364.6,6633478.7,-3925.6718,-6382.1503,-1484.6673,1477808.4,-695089.95,6633478.7,3564.2684,-6590.8067,-1484.6673
203940,-1786912.8,-917667.47,6529543.3,-7372.5856,278.06636,-1978.545,-98733.071,-2006345.6,6529543.3,-3927.1053,-6245.8132,-1978.545,1688179.8,-1088678.2,6529543.3,3445.4802,-6523.8796,-1978.545
204000,-2224916.5,-898931.69,6396231.4,-7222.0614,346.22531,-2463.5211,-333960.58,-2376300.1,6396231.4,-3910.8706,-6081.376,-2463.5211,1890955.9,-1477368.4,6396231.4,3311.1908,-6427.6013,-2463.5211
204060,-2652910.3,-876151.59,6234142.5,-7039.045,412.82658,-2937.4137,-567685.59,-2735563.5,6234142.5,-3877.0408,-5889.5785,-2937.4137,2085224.7,-1859411.9,6234142.5,3162.0042,-6302.405,-2937.4137
204120,-3068968.4,-849429.66,6044006.1,-6824.3596,477.57053,-3398.0909,-798856.56,-3082519.5,6044006.1,-3825.768,-5671.2835,-3398.0909,2270111.9,-2233089.8,6044006.1,2998.5916,-6148.854,-3398.0909
204180,-3471219.3,-818886.11,5826677.4,-6578.9712,540.16587,-3843.4799,-1026433.5,-3415607.1,5826677.4,-3757.283,-5427.4733,-3843.4799,2444785.8,-2596721,5826677.4,2821.6883,-5967.6392,-3843.4799
204240,-3857852.9,-784658.36,5583134.4,-6303.9839,600.33099,-4271.5769,-1249392.4,-3733327.8,5583134.4,-3671.8938,-5159.2447,-4271.5769,2608460.5,-2948669.5,5583134.4,2632.09,-5759.5757,-4271.5769
204300,-4227130,-746900.42,5314472.6,-6000.6347,657.79519,-4680.456,-1466730.3,-4034252.2,5314472.6,-3569.9847,-4867.8044,-4680.456,2760399.7,-3287351.8,5314472.6,2430.65,-5525.5996,-4680.456
204360,-4577389.1,-705782.14,5021900.9,-5670.2884,712.29996,-5068.2776,-1677469.3,-4317026.3,5021900.9,-3452.0141,-4554.4638,-5068.2776,2899919.8,-3611244.1,5021900.9,2218.2743,-5266.7638,-5068.2776
204420,-4907054.3,-661488.52,4706735.4,-5314.4313,763.60007,-5433.2968,-1880661.3,-4580378,4706735.4,-3318.5127,-4220.6325,-5433.2968,3026393,-3918889.4,4706735.4,1995.9186,-4984.2326,-5433.2968
204480,-5214642.6,-614218.85,4370394.2,-4934.6644,811.46471,-5773.8714,-2075392.1,-4823122.3,4370394.2,-3170.0813,-3867.8124,-5773.8714,3139250.4,-4208903.5,4370394.2,1764.5832,-4679.2771,-5773.8714
204540,-5498769.9,-564185.79,4014390.5,-4532.6963,855.67855,-6088.4692,-2260785.8,-5044167.4,4014390.5,-3007.3875,-3497.5909,-6088.4692,3237984.2,-4479981.6,4014390.5,1525.3088,-4353.2694,-6088.4692
204600,-5758158.2,-511614.43,3640325.8,-4110.3355,896.04266,-6375.6748,-2436008,-5242518.5,3640325.8,-2831.1634,-3111.6336,-6375.6748,3322150.2,-4730904.1,3640325.8,1279.172,-4007.6763,-6375.6748
204660,-5991640.3,-456741.31,3249883.3,-3669.4821,932.37544,-6634.196,-2600270.6,-5417283.4,3249883.3,-2642.2019,-2711.677,-6634.196,3391369.7,-4960542.1,3249883.3,1027.2802,-3644.0524,-6634.196
204720,-6198165.8,-399813.29,2844819.4,-3212.1196,964.51344,-6862.8697,-2752834.4,-5567675.7,2844819.4,-2441.3529,-2299.5204,-6862.8697,3445331.4,-5167862.4,2844819.4,770.76666,-3264.0339,-6862.8697
204780,-6376805.6,-341086.49,2426956.5,-2740.3057,992.31206,-7060.6672,-2893013.2,-5693018.9,2426956.5,-2229.5203,-1877.0183,-7060.6672,3483792.4,-5351932.4,2426956.5,510.78538,-2869.3303,-7060.6672
204840,-6526755.9,-280825.14,1998174.7,-2256.163,1015.6462,-7226.6984,-3020176.2,-5792749,1998174.7,-2007.6569,-1446.0713,-7226.6984,3506579.6,-5511923.8,1998174.7,248.50606,-2461.7176,-7226.6984
204900,-6647342.1,-219300.35,1560403.1,-1761.8698,1034.411,-7360.2166,-3133751.4,-5866417.3,1560403.1,-1776.7611,-1008.6185,-7360.2166,3513590.7,-5647116.9,1560403.1,-14.8913,-2043.0295,-7360.2166
204960,-6738021.7,-156788.91,1115611.1,-1259.6498,1048.5219,-7460.6208,-3233227.7,-5913692.4,1115611.1,-1537.8715,-566.62783,-7460.6208,3504794,-5756903.5,1115611.1,-278.22166,-1615.1497,-7460.6208
205020,-6798386.7,-93572.083,665799.97,-751.76272,1057.9154,-7527.4595,-3318157.6,-5934361.6,665799.97,-1292.063,-122.08789,-7527.4595,3480229.2,-5840789.6,665799.97,-540.30029,-1180.0033,-7527.4595
205080,-6828165.6,-29934.268,212993.38,-240.49338,1062.5494,-7560.4319,-3388158.9,-5928332,212993.38,-1040.4415,323.00133,-7560.4319,3440006.6,-5898397.7,212993.38,-799.9481,-739.54808,-7560.4319
205140,-6827224.3,33838.223,-240771.47,271.85795,1062.4029,-7559.3897,-3442916.9,-5895630.6,-240771.47,-784.13896,766.63736,-7559.3897,3384307.4,-5929468.8,-240771.47,-1055.9969,-295.76558,-7559.3897
205200,-6795567.1,97458.475,-693453.08,782.98617,1057.4767,-7524.3375,-3482185.1,-5836404.5,-693453.08,-524.30858,1206.8243,-7524.3375,3313382,-5933863,-693453.08,-1307.2948,149.34758,-7524.3375
205260,-6733336.4,160640.26,-1143014.8,1290.5917,1047.7928,-7455.4331,-3505786.7,-5750920.2,-1143014.8,-262.11931,1641.5816,-7455.4331,3227549.7,-5911560.5,-1143014.8,-1552.711,593.78882,-7455.4331
205320,-6640812.2,223099.31,-1587434.1,1792.3909,1033.3948,-7352.9864,-3513615.8,-5639562.4,-1587434.1,1.2492356,2068.9534,-7352.9864,3127196.4,-5862661.7,-1587434.1,-1791.1416,1035.5586,-7352.9864
205380,-6518410.8,284554.64,-2024711.5,2286.126,1014.3476,-7217.4584,-3505636.9,-5502832,-2024711.5,264.61216,2487.017,-7217.4584,3012773.9,-5787386.7,-2024711.5,-2021.5138,1472.6693,-7217.4584
205440,-6366682.8,344729.74,-2452879.6,2769.5757,990.73683,-7049.4588,-3481886.1,-5341344.2,-2452879.6,526.78459,2893.8913,-7049.4588,2884796.7,-5686074,-2452879.6,-2242.7911,1903.1545,-7049.4588
205500,-6186311,403353.9,-2870012.1,3240.565,962.66867,-6849.7435,-3442470.2,-5155825.5,-2870012.1,786.587,3287.746,-6849.7435,2743840.8,-5559179.4,-2870012.1,-2453.978,2325.0773,-6849.7435
205560,-5978106.7,460163.35,-3274232.4,3696.975,930.26944,-6619.211,-3387566.5,-4947110.6,-3274232.4,1042.8505,3666.809,-6619.211,2590540.2,-5407273.9,-3274232.4,-2654.1245,2736.5395,-6619.211
205620,-5743006.7,514902.51,-3663721.7,4136.7521,893.68489,-6358.8984,-3317422,-4716138.4,-3663721.7,1294.4222,4029.3748,-6358.8984,2425584.7,-5231040.9,-3663721.7,-2842.3299,3135.69,-6358.8984
205680,-5482068.7,567325.11,-4036727.9,4557.9178,853.07962,-6069.9769,-3232352.3,-4463948.2,-4036727.9,1540.1703,4373.8124,-6069.9769,2249716.4,-5031273.3,-4036727.9,-3017.7475,3520.7328,-6069.9769
205740,-5196466.7,617195.29,-4391572.7,4958.5773,808.63632,-5753.7464,-3132740.2,-4191674.5,-4391572.7,1778.9891,4698.5721,-5753.7464,2063726.6,-4808869.8,-4391572.7,-3179.5883,3889.9358,-5753.7464
205800,-4887485.7,664288.7,-4726659.7,5336.928,760.55494,-5411.6296,-3019033.7,-3900542.4,-4726659.7,2009.8041,5002.1927,-5411.6296,1868451.9,-4564831.1,-4726659.7,-3327.1239,4241.6378,-5411.6296
205860,-4556515.7,708393.44,-5040481.2,5691.2677,709.05179,-5045.1656,-2891744.5,-3591861.6,-5040481.2,2231.577,5283.3083,-5045.1656,1664771.1,-4300255,-5040481.2,-3459.6907,4574.2565,-5045.1656
205920,-4205045.7,749311.1,-5331625.5,6020.0022,654.3586,-4656.0034,-2751445.3,-3267020.9,-5331625.5,2443.3099,5540.6541,-4656.0034,1453600.4,-4016332,-5331625.5,-3576.6923,4886.2955,-4656.0034
205980,-3834657.2,786857.58,-5598782.6,6321.6525,596.72143,-4245.8936,-2598767.2,-2927481.7,-5598782.6,2644.0503,5773.0724,-4245.8936,1235889.9,-3714339.3,-5598782.6,-3677.6022,5176.351,-4245.8936
206040,-3447016.3,820863.97,-5840750.6,6594.8615,536.39959,-3816.6814,-2434397.2,-2574771.7,-5840750.6,2832.8951,5979.5174,-3816.6814,1012619.1,-3395635.7,-5840750.6,-3761.9664,5443.1178,-3816.6814
206100,-3043867.3,851177.26,-6056440.9,6838.4,473.66446,-3370.2978,-2259074.8,-2210477.8,-6056440.9,3008.9945,6159.0603,-3370.2978,784792.5,-3061655,-6056440.9,-3829.4054,5685.3959,-3370.2978
206160,-2627023.8,877661.08,-6244883.1,7051.1722,408.79831,-2908.7511,-2073588.7,-1836238.8,-6244883.1,3171.5564,6310.8934,-2908.7511,553435.09,-2713899.8,-6244883.1,-3879.6158,5902.0951,-2908.7511
206220,-2198361.2,900196.27,-6405229.3,7232.2211,342.09296,-2434.1179,-1878773.4,-1453738.5,-6405229.3,3319.8493,6434.3337,-2434.1179,319587.75,-2353934.8,-6405229.3,-3912.3717,6092.2407,-2434.1179
206280,-1759808.1,918681.45,-6536758.2,7380.7319,273.84852,-1948.5335,-1675505.5,-1064697.8,-6536758.2,3453.2062,6528.8256,-1948.5335,84302.569,-1983379.2,-6536758.2,-3927.5257,6254.9771,-1948.5335
206340,-1313337.6,933033.45,-6638877.9,7496.0366,204.37203,-1454.1826,-1464699.4,-670866.97,-6638877.9,3571.0269,6593.9441,-1454.1826,-151361.89,-1603900.4,-6638877.9,-3925.0097,6389.5721,-1454.1826
206400,-860958.29,943187.7,-6711129.2,7577.6163,133.97606,-953.28921,-1247303.7,-274017.9,-6711129.2,3672.7815,6629.3963,-953.28921,-386345.36,-1217205.6,-6711129.2,-3904.8348,6495.4202,-953.28921
206460,-404705.54,949098.52,-6753186.9,7625.1041,62.97733,-448.10699,-1024296.2,124063.98,-6753186.9,3758.0121,6635.0226,-448.10699,-619590.66,-825034.54,-6753186.9,-3867.092,6572.0452,-448.10699
206520,53367.989,950739.31,-6764861.7,7638.2864,-8.3047379,59.091281,-796680.4,521587.69,-6764861.7,3826.3353,6610.7977,59.091281,-850048.39,-429151.62,-6764861.7,-3811.9511,6619.1024,59.091281
206580,511201.42,948102.7,-6746101.2,7617.1037,-79.549443,566.0237,-565480.31,916764.76,-6746101.2,3877.4437,6556.8306,566.0237,-1076681.7,-31337.934,-6746101.2,-3739.66,6636.38,566.0237
206640,966734.93,941200.54,-6696989.8,7561.6514,-150.43625,1070.4096,-331736.11,1307817.3,-6696989.8,3911.1073,6473.3641,1070.4096,-1298471,366616.74,-6696989.8,-3650.5441,6623.8003,1070.4096
206700,1417919.1,930063.88,-6617748.4,7472.179,-220.64624,1569.9796,-96499.412,1692985.9,-6617748.4,3927.1747,6360.7737,1569.9796,-1514418.5,762922,-6617748.4,-3545.0042,6581.4199,1569.9796
206760,1862724,914742.84,-6508733.5,7349.089,-289.86354,2062.4863,139171.44,2070537.7,-6508733.5,3925.5737,6219.566,2062.4863,-1723552.5,1155794.8,-6508733.5,-3423.5153,6509.4295,2062.4863
206820,2299148.4,895306.35,-6370435.7,7192.9352,-357.77673,2545.7137,374216.15,2438774.1,-6370435.7,3906.3113,6050.3762,2545.7137,-1924932.2,1543467.7,-6370435.7,-3286.6239,6408.153,2545.7137
206880,2725228.9,871841.83,-6203477,7004.4201,-424.08027,3017.4879,607577.25,2796038.3,-6203477,3869.4744,5853.9657,3017.4879,-2117651.6,1924196.5,-6203477,-3134.9458,6278.0459,3017.4879
206940,3139048.4,844454.88,-6008608.7,6784.392,-488.47586,3475.6864,838204.84,3140723.1,-6008608.7,3815.2285,5631.2179,3475.6864,-2300843.6,2296268.3,-6008608.7,-2969.1635,6119.6937,3475.6864
207000,3538745.3,813268.69,-5786707.4,6533.8406,-550.67379,3918.2476,1065061.3,3471277.7,-5786707.4,3743.8178,5383.1351,3918.2476,-2473684,2658009,-5786707.4,-2790.0228,5933.8089,3918.2476
207060,3922521.3,778423.58,-5538771.6,6253.8933,-610.39421,4343.1805,1287126.1,3786214.9,-5538771.6,3655.5635,5110.8334,4343.1805,-2635395.3,3007791.3,-5538771.6,-2598.3298,5721.2276,4343.1805
207120,4288649.7,740076.32,-5265916.6,5945.8095,-667.36845,4748.5732,1503400,4084117.8,-5265916.6,3550.8628,4815.5379,4748.5732,-2785249.8,3344041.4,-5265916.6,-2394.9467,5482.9063,4748.5732
207180,4635483.4,698399.43,-4969370.1,5610.9753,-721.34017,5132.602,1712910,4363646.1,-4969370.1,3430.1866,4498.5771,5132.602,-2922573.3,3665246.6,-4969370.1,-2180.7887,5219.9173,5132.602
207240,4961461.8,653580.41,-4650466.3,5250.8972,-772.06656,5493.5391,1914713.7,4623542.2,-4650466.3,3294.0778,4161.3771,5493.5391,-3046748.1,3969961.8,-4650466.3,-1956.8193,4933.4436,5493.5391
207300,5265118.5,605820.92,-4310639.8,4867.1951,-819.3194,5829.7605,2107902.9,4862636.8,-4310639.8,3143.1489,3805.4549,5829.7605,-3157215.5,4256815.9,-4310639.8,-1724.0461,4624.7743,5829.7605
207360,5545087.2,555335.82,-3951419.7,4461.5953,-862.8861,6139.7536,2291608.7,5079854.3,-3951419.7,2978.0789,3432.4118,6139.7536,-3253478.5,4524518.5,-3951419.7,-1483.5164,4295.2979,6139.7536
207420,5800108.4,502352.24,-3574421.9,4035.9226,-902.57064,6422.1238,2465004.4,5274217.3,-3574421.9,2799.6104,3043.9262,6422.1238,-3335104,4771865.1,-3574421.9,-1236.3122,3946.4968,6422.1238
207480,6029034.7,447108.57,-3181342.8,3592.0922,-938.19448,6675.6006,2627310,5444851.5,-3181342.8,2608.5464,2641.7459,6675.6006,-3401724.7,4997742.9,-3181342.8,-983.54585,3579.9404,6675.6006
207540,6230836.2,389853.34,-2773950.6,3132.1009,-969.59736,6899.0437,2777795.2,5590989.1,-2773950.6,2405.7464,2227.6802,6899.0437,-3453041,5201135.8,-2773950.6,-726.35449,3197.2776,6899.0437
207600,6404604.9,330844.14,-2354078.4,2658.0181,-996.63799,7091.4478,2915783,5711972.6,-2354078.4,2192.1229,1803.5922,7091.4478,-3488821.9,5381128.5,-2354078.4,-465.89524,2800.2302,7091.4478
207660,6549559.2,270346.47,-1923615.1,2171.9768,-1019.1947,7251.9472,3040652.7,5807257.8,-1923615.1,1968.6369,1371.3898,7251.9472,-3508906.5,5536911.4,-1923615.1,-203.3399,2390.5845,7251.9472
207720,6665046.7,208632.5,-1484497.4,1676.1638,-1037.166,7379.8198,3151842.3,5876416,-1484497.4,1736.294,933.01737,7379.8198,-3513204.4,5667783.5,-1484497.4,60.130261,1970.1834,7379.8198
207780,6750548,145979.88,-1038700.8,1172.8096,-1050.4711,7474.4904,3248851.7,5919136,-1038700.8,1496.1395,490.44732,7474.4904,-3501696.3,5773156.1,-1038700.8,323.3299,1540.9184,7474.4904
207840,6805678.3,82670.501,-588231.18,664.17887,-1059.0501,7535.5331,3331244.4,5935225.5,-588231.18,1249.2537,45.670718,7535.5331,-3474433.9,5852555,-588231.18,585.07486,1104.7208,7535.5331
207900,6830189.6,18989.18,-135115.04,152.56001,-1062.8644,7562.6731,3398649.7,5924612.3,-135115.04,996.74756,-399.31135,7562.6731,-3431539.9,5905623.2,-135115.04,844.18756,663.55303,7562.6731
207960,6823971.8,-44777.574,318608.99,-359.74523,-1061.8968,7555.7884,3450764.4,5887344.1,318608.99,739.75699,-842.49691,7555.7884,-3373207.4,5932121.7,318608.99,1099.5022,219.39989,7555.7884
208020,6787052.6,-108342.87,770899.59,-870.43196,-1056.1517,7514.9099,3487354,5823588.5,770899.59,479.43823,-1281.892,7514.9099,-3299698.6,5931931.4,770899.59,1349.8702,-225.74033,7514.9099
208080,6719598.3,-171420.73,1219721.9,-1377.2026,-1045.655,7440.2216,3508253.8,5733632.4,1219721.9,216.96247,-1715.5199,7440.2216,-3211344.4,5905053.2,1219721.9,1594.165,-669.86494,7440.2216
208140,6621912.2,-233727.36,1663056.6,-1877.7771,-1030.4538,7332.0595,3513369.9,5617880.5,1663056.6,-46.489423,-2141.4296,7332.0595,-3108542.3,5851607.9,1663056.6,1831.2877,-1110.9758,7332.0595
